image,annotated image,flag,username,timestamp
/home/ubuntu/Layoutlm_Finetune_Inference/flagged/image/tmp8t0a5_9m.jpg,/home/ubuntu/Layoutlm_Finetune_Inference/flagged/annotated image/tmpanmgxvrl.png,,,2023-04-20 04:35:12.519831
